"","Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","Supervivencia","Clase"
"451",0,2,"male",36,1,2,27.75,"S","NO","segunda"
"452",0,3,"male",28,1,0,19.9667,"S","NO","tercera"
"453",0,1,"male",30,0,0,27.75,"C","NO","primera"
"454",1,1,"male",49,1,0,89.1042,"C","SI","primera"
"455",0,3,"male",24,0,0,8.05,"S","NO","tercera"
"456",1,3,"male",29,0,0,7.8958,"C","SI","tercera"
"457",0,1,"male",65,0,0,26.55,"S","NO","primera"
"458",1,1,"female",35,1,0,51.8625,"S","SI","primera"
"459",1,2,"female",50,0,0,10.5,"S","SI","segunda"
"460",0,3,"male",51,0,0,7.75,"Q","NO","tercera"
"461",1,1,"male",48,0,0,26.55,"S","SI","primera"
"462",0,3,"male",34,0,0,8.05,"S","NO","tercera"
"463",0,1,"male",47,0,0,38.5,"S","NO","primera"
"464",0,2,"male",48,0,0,13,"S","NO","segunda"
"465",0,3,"male",24,0,0,8.05,"S","NO","tercera"
"466",0,3,"male",38,0,0,7.05,"S","NO","tercera"
"467",0,2,"male",30,0,0,0,"S","NO","segunda"
"468",0,1,"male",56,0,0,26.55,"S","NO","primera"
"469",0,3,"male",51,0,0,7.725,"Q","NO","tercera"
"470",1,3,"female",0.75,2,1,19.2583,"C","SI","tercera"
"471",0,3,"male",22,0,0,7.25,"S","NO","tercera"
"472",0,3,"male",38,0,0,8.6625,"S","NO","tercera"
"473",1,2,"female",33,1,2,27.75,"S","SI","segunda"
"474",1,2,"female",23,0,0,13.7917,"C","SI","segunda"
"475",0,3,"female",22,0,0,9.8375,"S","NO","tercera"
"476",0,1,"male",47,0,0,52,"S","NO","primera"
"477",0,2,"male",34,1,0,21,"S","NO","segunda"
"478",0,3,"male",29,1,0,7.0458,"S","NO","tercera"
"479",0,3,"male",22,0,0,7.5208,"S","NO","tercera"
"480",1,3,"female",2,0,1,12.2875,"S","SI","tercera"
"481",0,3,"male",9,5,2,46.9,"S","NO","tercera"
"482",0,2,"male",30,0,0,0,"S","NO","segunda"
"483",0,3,"male",50,0,0,8.05,"S","NO","tercera"
"484",1,3,"female",63,0,0,9.5875,"S","SI","tercera"
"485",1,1,"male",25,1,0,91.0792,"C","SI","primera"
"486",0,3,"female",3,3,1,25.4667,"S","NO","tercera"
"487",1,1,"female",35,1,0,90,"S","SI","primera"
"488",0,1,"male",58,0,0,29.7,"C","NO","primera"
"489",0,3,"male",30,0,0,8.05,"S","NO","tercera"
"490",1,3,"male",9,1,1,15.9,"S","SI","tercera"
"491",0,3,"male",28,1,0,19.9667,"S","NO","tercera"
"492",0,3,"male",21,0,0,7.25,"S","NO","tercera"
"493",0,1,"male",55,0,0,30.5,"S","NO","primera"
"494",0,1,"male",71,0,0,49.5042,"C","NO","primera"
"495",0,3,"male",21,0,0,8.05,"S","NO","tercera"
"496",0,3,"male",21,0,0,14.4583,"C","NO","tercera"
"497",1,1,"female",54,1,0,78.2667,"C","SI","primera"
"498",0,3,"male",21,0,0,15.1,"S","NO","tercera"
"499",0,1,"female",25,1,2,151.55,"S","NO","primera"
"500",0,3,"male",24,0,0,7.7958,"S","NO","tercera"
"501",0,3,"male",17,0,0,8.6625,"S","NO","tercera"
"502",0,3,"female",21,0,0,7.75,"Q","NO","tercera"
"503",0,3,"female",21,0,0,7.6292,"Q","NO","tercera"
"504",0,3,"female",37,0,0,9.5875,"S","NO","tercera"
"505",1,1,"female",16,0,0,86.5,"S","SI","primera"
"506",0,1,"male",18,1,0,108.9,"C","NO","primera"
"507",1,2,"female",33,0,2,26,"S","SI","segunda"
"508",1,1,"male",45,0,0,26.55,"S","SI","primera"
"509",0,3,"male",28,0,0,22.525,"S","NO","tercera"
"510",1,3,"male",26,0,0,56.4958,"S","SI","tercera"
"511",1,3,"male",29,0,0,7.75,"Q","SI","tercera"
"512",0,3,"male",24,0,0,8.05,"S","NO","tercera"
"513",1,1,"male",36,0,0,26.2875,"S","SI","primera"
"514",1,1,"female",54,1,0,59.4,"C","SI","primera"
"515",0,3,"male",24,0,0,7.4958,"S","NO","tercera"
"516",0,1,"male",47,0,0,34.0208,"S","NO","primera"
"517",1,2,"female",34,0,0,10.5,"S","SI","segunda"
"518",0,3,"male",26,0,0,24.15,"Q","NO","tercera"
"519",1,2,"female",36,1,0,26,"S","SI","segunda"
"520",0,3,"male",32,0,0,7.8958,"S","NO","tercera"
"521",1,1,"female",30,0,0,93.5,"S","SI","primera"
"522",0,3,"male",22,0,0,7.8958,"S","NO","tercera"
"523",0,3,"male",30,0,0,7.225,"C","NO","tercera"
"524",1,1,"female",44,0,1,57.9792,"C","SI","primera"
"525",0,3,"male",23.5,0,0,7.2292,"C","NO","tercera"
"526",0,3,"male",40.5,0,0,7.75,"Q","NO","tercera"
"527",1,2,"female",50,0,0,10.5,"S","SI","segunda"
"528",0,1,"male",24,0,0,221.7792,"S","NO","primera"
"529",0,3,"male",39,0,0,7.925,"S","NO","tercera"
"530",0,2,"male",23,2,1,11.5,"S","NO","segunda"
"531",1,2,"female",2,1,1,26,"S","SI","segunda"
"532",0,3,"male",23.5,0,0,7.2292,"C","NO","tercera"
"533",0,3,"male",17,1,1,7.2292,"C","NO","tercera"
"534",1,3,"female",10,0,2,22.3583,"C","SI","tercera"
"535",0,3,"female",30,0,0,8.6625,"S","NO","tercera"
"536",1,2,"female",7,0,2,26.25,"S","SI","segunda"
"537",0,1,"male",45,0,0,26.55,"S","NO","primera"
"538",1,1,"female",30,0,0,106.425,"C","SI","primera"
"539",0,3,"male",21,0,0,14.5,"S","NO","tercera"
"540",1,1,"female",22,0,2,49.5,"C","SI","primera"
"541",1,1,"female",36,0,2,71,"S","SI","primera"
"542",0,3,"female",9,4,2,31.275,"S","NO","tercera"
"543",0,3,"female",11,4,2,31.275,"S","NO","tercera"
"544",1,2,"male",32,1,0,26,"S","SI","segunda"
"545",0,1,"male",50,1,0,106.425,"C","NO","primera"
"546",0,1,"male",64,0,0,26,"S","NO","primera"
"547",1,2,"female",19,1,0,26,"S","SI","segunda"
"548",1,2,"male",52,0,0,13.8625,"C","SI","segunda"
"549",0,3,"male",33,1,1,20.525,"S","NO","tercera"
"550",1,2,"male",8,1,1,36.75,"S","SI","segunda"
"551",1,1,"male",17,0,2,110.8833,"C","SI","primera"
"552",0,2,"male",27,0,0,26,"S","NO","segunda"
"553",0,3,"male",21,0,0,7.8292,"Q","NO","tercera"
"554",1,3,"male",22,0,0,7.225,"C","SI","tercera"
"555",1,3,"female",22,0,0,7.775,"S","SI","tercera"
"556",0,1,"male",62,0,0,26.55,"S","NO","primera"
"557",1,1,"female",48,1,0,39.6,"C","SI","primera"
"558",0,1,"male",24,0,0,227.525,"C","NO","primera"
"559",1,1,"female",39,1,1,79.65,"S","SI","primera"
"560",1,3,"female",36,1,0,17.4,"S","SI","tercera"
"561",0,3,"male",51,0,0,7.75,"Q","NO","tercera"
"562",0,3,"male",40,0,0,7.8958,"S","NO","tercera"
"563",0,2,"male",28,0,0,13.5,"S","NO","segunda"
"564",0,3,"male",24,0,0,8.05,"S","NO","tercera"
"565",0,3,"female",26,0,0,8.05,"S","NO","tercera"
"566",0,3,"male",24,2,0,24.15,"S","NO","tercera"
"567",0,3,"male",19,0,0,7.8958,"S","NO","tercera"
"568",0,3,"female",29,0,4,21.075,"S","NO","tercera"
"569",0,3,"male",23.5,0,0,7.2292,"C","NO","tercera"
"570",1,3,"male",32,0,0,7.8542,"S","SI","tercera"
"571",1,2,"male",62,0,0,10.5,"S","SI","segunda"
"572",1,1,"female",53,2,0,51.4792,"S","SI","primera"
"573",1,1,"male",36,0,0,26.3875,"S","SI","primera"
"574",1,3,"female",22,0,0,7.75,"Q","SI","tercera"
"575",0,3,"male",16,0,0,8.05,"S","NO","tercera"
"576",0,3,"male",19,0,0,14.5,"S","NO","tercera"
"577",1,2,"female",34,0,0,13,"S","SI","segunda"
"578",1,1,"female",39,1,0,55.9,"S","SI","primera"
"579",0,3,"female",24,1,0,14.4583,"C","NO","tercera"
"580",1,3,"male",32,0,0,7.925,"S","SI","tercera"
"581",1,2,"female",25,1,1,30,"S","SI","segunda"
"582",1,1,"female",39,1,1,110.8833,"C","SI","primera"
"583",0,2,"male",54,0,0,26,"S","NO","segunda"
"584",0,1,"male",36,0,0,40.125,"C","NO","primera"
"585",0,3,"male",33,0,0,8.7125,"C","NO","tercera"
"586",1,1,"female",18,0,2,79.65,"S","SI","primera"
"587",0,2,"male",47,0,0,15,"S","NO","segunda"
"588",1,1,"male",60,1,1,79.2,"C","SI","primera"
"589",0,3,"male",22,0,0,8.05,"S","NO","tercera"
"590",0,3,"male",24,0,0,8.05,"S","NO","tercera"
"591",0,3,"male",35,0,0,7.125,"S","NO","tercera"
"592",1,1,"female",52,1,0,78.2667,"C","SI","primera"
"593",0,3,"male",47,0,0,7.25,"S","NO","tercera"
"594",0,3,"female",27,0,2,7.75,"Q","NO","tercera"
"595",0,2,"male",37,1,0,26,"S","NO","segunda"
"596",0,3,"male",36,1,1,24.15,"S","NO","tercera"
"597",1,2,"female",35,0,0,33,"S","SI","segunda"
"598",0,3,"male",49,0,0,0,"S","NO","tercera"
"599",0,3,"male",30,0,0,7.225,"C","NO","tercera"
"600",1,1,"male",49,1,0,56.9292,"C","SI","primera"
"601",1,2,"female",24,2,1,27,"S","SI","segunda"
"602",0,3,"male",33,0,0,7.8958,"S","NO","tercera"
"603",0,1,"male",36,0,0,42.4,"S","NO","primera"
"604",0,3,"male",44,0,0,8.05,"S","NO","tercera"
"605",1,1,"male",35,0,0,26.55,"C","SI","primera"
"606",0,3,"male",36,1,0,15.55,"S","NO","tercera"
"607",0,3,"male",30,0,0,7.8958,"S","NO","tercera"
"608",1,1,"male",27,0,0,30.5,"S","SI","primera"
"609",1,2,"female",22,1,2,41.5792,"C","SI","segunda"
"610",1,1,"female",40,0,0,153.4625,"S","SI","primera"
"611",0,3,"female",39,1,5,31.275,"S","NO","tercera"
"612",0,3,"male",25,0,0,7.05,"S","NO","tercera"
"613",1,3,"female",24,1,0,15.5,"Q","SI","tercera"
"614",0,3,"male",51,0,0,7.75,"Q","NO","tercera"
"615",0,3,"male",35,0,0,8.05,"S","NO","tercera"
"616",1,2,"female",24,1,2,65,"S","SI","segunda"
"617",0,3,"male",34,1,1,14.4,"S","NO","tercera"
"618",0,3,"female",26,1,0,16.1,"S","NO","tercera"
"619",1,2,"female",4,2,1,39,"S","SI","segunda"
"620",0,2,"male",26,0,0,10.5,"S","NO","segunda"
"621",0,3,"male",27,1,0,14.4542,"C","NO","tercera"
"622",1,1,"male",42,1,0,52.5542,"S","SI","primera"
"623",1,3,"male",20,1,1,15.7417,"C","SI","tercera"
"624",0,3,"male",21,0,0,7.8542,"S","NO","tercera"
"625",0,3,"male",21,0,0,16.1,"S","NO","tercera"
"626",0,1,"male",61,0,0,32.3208,"S","NO","primera"
"627",0,2,"male",57,0,0,12.35,"Q","NO","segunda"
"628",1,1,"female",21,0,0,77.9583,"S","SI","primera"
"629",0,3,"male",26,0,0,7.8958,"S","NO","tercera"
"630",0,3,"male",51,0,0,7.7333,"Q","NO","tercera"
"631",1,1,"male",80,0,0,30,"S","SI","primera"
"632",0,3,"male",51,0,0,7.0542,"S","NO","tercera"
"633",1,1,"male",32,0,0,30.5,"C","SI","primera"
"634",0,1,"male",39,0,0,0,"S","NO","primera"
"635",0,3,"female",9,3,2,27.9,"S","NO","tercera"
"636",1,2,"female",28,0,0,13,"S","SI","segunda"
"637",0,3,"male",32,0,0,7.925,"S","NO","tercera"
"638",0,2,"male",31,1,1,26.25,"S","NO","segunda"
"639",0,3,"female",41,0,5,39.6875,"S","NO","tercera"
"640",0,3,"male",30,1,0,16.1,"S","NO","tercera"
"641",0,3,"male",20,0,0,7.8542,"S","NO","tercera"
"642",1,1,"female",24,0,0,69.3,"C","SI","primera"
"643",0,3,"female",2,3,2,27.9,"S","NO","tercera"
"644",1,3,"male",32,0,0,56.4958,"S","SI","tercera"
"645",1,3,"female",0.75,2,1,19.2583,"C","SI","tercera"
"646",1,1,"male",48,1,0,76.7292,"C","SI","primera"
"647",0,3,"male",19,0,0,7.8958,"S","NO","tercera"
"648",1,1,"male",56,0,0,35.5,"C","SI","primera"
"649",0,3,"male",25,0,0,7.55,"S","NO","tercera"
"650",1,3,"female",23,0,0,7.55,"S","SI","tercera"
"651",0,3,"male",33,0,0,7.8958,"S","NO","tercera"
"652",1,2,"female",18,0,1,23,"S","SI","segunda"
"653",0,3,"male",21,0,0,8.4333,"S","NO","tercera"
"654",1,3,"female",25,0,0,7.8292,"Q","SI","tercera"
"655",0,3,"female",18,0,0,6.75,"Q","NO","tercera"
"656",0,2,"male",24,2,0,73.5,"S","NO","segunda"
"657",0,3,"male",33,0,0,7.8958,"S","NO","tercera"
"658",0,3,"female",32,1,1,15.5,"Q","NO","tercera"
"659",0,2,"male",23,0,0,13,"S","NO","segunda"
"660",0,1,"male",58,0,2,113.275,"C","NO","primera"
"661",1,1,"male",50,2,0,133.65,"S","SI","primera"
"662",0,3,"male",40,0,0,7.225,"C","NO","tercera"
"663",0,1,"male",47,0,0,25.5875,"S","NO","primera"
"664",0,3,"male",36,0,0,7.4958,"S","NO","tercera"
"665",1,3,"male",20,1,0,7.925,"S","SI","tercera"
"666",0,2,"male",32,2,0,73.5,"S","NO","segunda"
"667",0,2,"male",25,0,0,13,"S","NO","segunda"
"668",0,3,"male",21,0,0,7.775,"S","NO","tercera"
"669",0,3,"male",43,0,0,8.05,"S","NO","tercera"
"670",1,1,"female",35,1,0,52,"S","SI","primera"
"671",1,2,"female",40,1,1,39,"S","SI","segunda"
"672",0,1,"male",31,1,0,52,"S","NO","primera"
"673",0,2,"male",70,0,0,10.5,"S","NO","segunda"
"674",1,2,"male",31,0,0,13,"S","SI","segunda"
"675",0,2,"male",30,0,0,0,"S","NO","segunda"
"676",0,3,"male",18,0,0,7.775,"S","NO","tercera"
"677",0,3,"male",24.5,0,0,8.05,"S","NO","tercera"
"678",1,3,"female",18,0,0,9.8417,"S","SI","tercera"
"679",0,3,"female",43,1,6,46.9,"S","NO","tercera"
"680",1,1,"male",36,0,1,512.3292,"C","SI","primera"
"681",0,3,"female",26,0,0,8.1375,"Q","NO","tercera"
"682",1,1,"male",27,0,0,76.7292,"C","SI","primera"
"683",0,3,"male",20,0,0,9.225,"S","NO","tercera"
"684",0,3,"male",14,5,2,46.9,"S","NO","tercera"
"685",0,2,"male",60,1,1,39,"S","NO","segunda"
"686",0,2,"male",25,1,2,41.5792,"C","NO","segunda"
"687",0,3,"male",14,4,1,39.6875,"S","NO","tercera"
"688",0,3,"male",19,0,0,10.1708,"S","NO","tercera"
"689",0,3,"male",18,0,0,7.7958,"S","NO","tercera"
"690",1,1,"female",15,0,1,211.3375,"S","SI","primera"
"691",1,1,"male",31,1,0,57,"S","SI","primera"
"692",1,3,"female",4,0,1,13.4167,"C","SI","tercera"
"693",1,3,"male",32,0,0,56.4958,"S","SI","tercera"
"694",0,3,"male",25,0,0,7.225,"C","NO","tercera"
"695",0,1,"male",60,0,0,26.55,"S","NO","primera"
"696",0,2,"male",52,0,0,13.5,"S","NO","segunda"
"697",0,3,"male",44,0,0,8.05,"S","NO","tercera"
"698",1,3,"female",22,0,0,7.7333,"Q","SI","tercera"
"699",0,1,"male",49,1,1,110.8833,"C","NO","primera"
"700",0,3,"male",42,0,0,7.65,"S","NO","tercera"
"701",1,1,"female",18,1,0,227.525,"C","SI","primera"
"702",1,1,"male",35,0,0,26.2875,"S","SI","primera"
"703",0,3,"female",18,0,1,14.4542,"C","NO","tercera"
"704",0,3,"male",25,0,0,7.7417,"Q","NO","tercera"
"705",0,3,"male",26,1,0,7.8542,"S","NO","tercera"
"706",0,2,"male",39,0,0,26,"S","NO","segunda"
"707",1,2,"female",45,0,0,13.5,"S","SI","segunda"
"708",1,1,"male",42,0,0,26.2875,"S","SI","primera"
"709",1,1,"female",22,0,0,151.55,"S","SI","primera"
"710",1,3,"male",20,1,1,15.2458,"C","SI","tercera"
"711",1,1,"female",24,0,0,49.5042,"C","SI","primera"
"712",0,1,"male",45,0,0,26.55,"S","NO","primera"
"713",1,1,"male",48,1,0,52,"S","SI","primera"
"714",0,3,"male",29,0,0,9.4833,"S","NO","tercera"
"715",0,2,"male",52,0,0,13,"S","NO","segunda"
"716",0,3,"male",19,0,0,7.65,"S","NO","tercera"
"717",1,1,"female",38,0,0,227.525,"C","SI","primera"
"718",1,2,"female",27,0,0,10.5,"S","SI","segunda"
"719",0,3,"male",21,0,0,15.5,"Q","NO","tercera"
"720",0,3,"male",33,0,0,7.775,"S","NO","tercera"
"721",1,2,"female",6,0,1,33,"S","SI","segunda"
"722",0,3,"male",17,1,0,7.0542,"S","NO","tercera"
"723",0,2,"male",34,0,0,13,"S","NO","segunda"
"724",0,2,"male",50,0,0,13,"S","NO","segunda"
"725",1,1,"male",27,1,0,53.1,"S","SI","primera"
"726",0,3,"male",20,0,0,8.6625,"S","NO","tercera"
"727",1,2,"female",30,3,0,21,"S","SI","segunda"
"728",1,3,"female",22,0,0,7.7375,"Q","SI","tercera"
"729",0,2,"male",25,1,0,26,"S","NO","segunda"
"730",0,3,"female",25,1,0,7.925,"S","NO","tercera"
"731",1,1,"female",29,0,0,211.3375,"S","SI","primera"
"732",0,3,"male",11,0,0,18.7875,"C","NO","tercera"
"733",0,2,"male",30,0,0,0,"S","NO","segunda"
"734",0,2,"male",23,0,0,13,"S","NO","segunda"
"735",0,2,"male",23,0,0,13,"S","NO","segunda"
"736",0,3,"male",28.5,0,0,16.1,"S","NO","tercera"
"737",0,3,"female",48,1,3,34.375,"S","NO","tercera"
"738",1,1,"male",35,0,0,512.3292,"C","SI","primera"
"739",0,3,"male",33,0,0,7.8958,"S","NO","tercera"
"740",0,3,"male",33,0,0,7.8958,"S","NO","tercera"
"741",1,1,"male",52,0,0,30,"S","SI","primera"
"742",0,1,"male",36,1,0,78.85,"S","NO","primera"
"743",1,1,"female",21,2,2,262.375,"C","SI","primera"
"744",0,3,"male",24,1,0,16.1,"S","NO","tercera"
"745",1,3,"male",31,0,0,7.925,"S","SI","tercera"
"746",0,1,"male",70,1,1,71,"S","NO","primera"
"747",0,3,"male",16,1,1,20.25,"S","NO","tercera"
"748",1,2,"female",30,0,0,13,"S","SI","segunda"
"749",0,1,"male",19,1,0,53.1,"S","NO","primera"
"750",0,3,"male",31,0,0,7.75,"Q","NO","tercera"
"751",1,2,"female",4,1,1,23,"S","SI","segunda"
"752",1,3,"male",6,0,1,12.475,"S","SI","tercera"
"753",0,3,"male",33,0,0,9.5,"S","NO","tercera"
"754",0,3,"male",23,0,0,7.8958,"S","NO","tercera"
"755",1,2,"female",48,1,2,65,"S","SI","segunda"
"756",1,2,"male",0.67,1,1,14.5,"S","SI","segunda"
"757",0,3,"male",28,0,0,7.7958,"S","NO","tercera"
"758",0,2,"male",18,0,0,11.5,"S","NO","segunda"
"759",0,3,"male",34,0,0,8.05,"S","NO","tercera"
"760",1,1,"female",33,0,0,86.5,"S","SI","primera"
"761",0,3,"male",21,0,0,14.5,"S","NO","tercera"
"762",0,3,"male",41,0,0,7.125,"S","NO","tercera"
"763",1,3,"male",20,0,0,7.2292,"C","SI","tercera"
"764",1,1,"female",36,1,2,120,"S","SI","primera"
"765",0,3,"male",16,0,0,7.775,"S","NO","tercera"
"766",1,1,"female",51,1,0,77.9583,"S","SI","primera"
"767",0,1,"male",45,0,0,39.6,"C","NO","primera"
"768",0,3,"female",30.5,0,0,7.75,"Q","NO","tercera"
"769",0,3,"male",28,1,0,24.15,"Q","NO","tercera"
"770",0,3,"male",32,0,0,8.3625,"S","NO","tercera"
"771",0,3,"male",24,0,0,9.5,"S","NO","tercera"
"772",0,3,"male",48,0,0,7.8542,"S","NO","tercera"
"773",0,2,"female",57,0,0,10.5,"S","NO","segunda"
"774",0,3,"male",30,0,0,7.225,"C","NO","tercera"
"775",1,2,"female",54,1,3,23,"S","SI","segunda"
"776",0,3,"male",18,0,0,7.75,"S","NO","tercera"
"777",0,3,"male",51,0,0,7.75,"Q","NO","tercera"
"778",1,3,"female",5,0,0,12.475,"S","SI","tercera"
"779",0,3,"male",51,0,0,7.7375,"Q","NO","tercera"
"780",1,1,"female",43,0,1,211.3375,"S","SI","primera"
"781",1,3,"female",13,0,0,7.2292,"C","SI","tercera"
"782",1,1,"female",17,1,0,57,"S","SI","primera"
"783",0,1,"male",29,0,0,30,"S","NO","primera"
"784",0,3,"male",26,1,2,23.45,"S","NO","tercera"
"785",0,3,"male",25,0,0,7.05,"S","NO","tercera"
"786",0,3,"male",25,0,0,7.25,"S","NO","tercera"
"787",1,3,"female",18,0,0,7.4958,"S","SI","tercera"
"788",0,3,"male",8,4,1,29.125,"Q","NO","tercera"
"789",1,3,"male",1,1,2,20.575,"S","SI","tercera"
"790",0,1,"male",46,0,0,79.2,"C","NO","primera"
"791",0,3,"male",51,0,0,7.75,"Q","NO","tercera"
"792",0,2,"male",16,0,0,26,"S","NO","segunda"
"793",0,3,"female",9,8,2,69.55,"S","NO","tercera"
"794",0,1,"male",52,0,0,30.6958,"C","NO","primera"
"795",0,3,"male",25,0,0,7.8958,"S","NO","tercera"
"796",0,2,"male",39,0,0,13,"S","NO","segunda"
"797",1,1,"female",49,0,0,25.9292,"S","SI","primera"
"798",1,3,"female",31,0,0,8.6833,"S","SI","tercera"
"799",0,3,"male",30,0,0,7.2292,"C","NO","tercera"
"800",0,3,"female",30,1,1,24.15,"S","NO","tercera"
"801",0,2,"male",34,0,0,13,"S","NO","segunda"
"802",1,2,"female",31,1,1,26.25,"S","SI","segunda"
"803",1,1,"male",11,1,2,120,"S","SI","primera"
"804",1,3,"male",0.42,0,1,8.5167,"C","SI","tercera"
"805",1,3,"male",27,0,0,6.975,"S","SI","tercera"
"806",0,3,"male",31,0,0,7.775,"S","NO","tercera"
"807",0,1,"male",39,0,0,0,"S","NO","primera"
"808",0,3,"female",18,0,0,7.775,"S","NO","tercera"
"809",0,2,"male",39,0,0,13,"S","NO","segunda"
"810",1,1,"female",33,1,0,53.1,"S","SI","primera"
"811",0,3,"male",26,0,0,7.8875,"S","NO","tercera"
"812",0,3,"male",39,0,0,24.15,"S","NO","tercera"
"813",0,2,"male",35,0,0,10.5,"S","NO","segunda"
"814",0,3,"female",6,4,2,31.275,"S","NO","tercera"
"815",0,3,"male",30.5,0,0,8.05,"S","NO","tercera"
"816",0,1,"male",39,0,0,0,"S","NO","primera"
"817",0,3,"female",23,0,0,7.925,"S","NO","tercera"
"818",0,2,"male",31,1,1,37.0042,"C","NO","segunda"
"819",0,3,"male",43,0,0,6.45,"S","NO","tercera"
"820",0,3,"male",10,3,2,27.9,"S","NO","tercera"
"821",1,1,"female",52,1,1,93.5,"S","SI","primera"
"822",1,3,"male",27,0,0,8.6625,"S","SI","tercera"
"823",0,1,"male",38,0,0,0,"S","NO","primera"
"824",1,3,"female",27,0,1,12.475,"S","SI","tercera"
"825",0,3,"male",2,4,1,39.6875,"S","NO","tercera"
"826",0,3,"male",27,0,0,6.95,"Q","NO","tercera"
"827",0,3,"male",32,0,0,56.4958,"S","NO","tercera"
"828",1,2,"male",1,0,2,37.0042,"C","SI","segunda"
"829",1,3,"male",51,0,0,7.75,"Q","SI","tercera"
"830",1,1,"female",62,0,0,80,"U","SI","primera"
"831",1,3,"female",15,1,0,14.4542,"C","SI","tercera"
"832",1,2,"male",0.83,1,1,18.75,"S","SI","segunda"
"833",0,3,"male",23.5,0,0,7.2292,"C","NO","tercera"
"834",0,3,"male",23,0,0,7.8542,"S","NO","tercera"
"835",0,3,"male",18,0,0,8.3,"S","NO","tercera"
"836",1,1,"female",39,1,1,83.1583,"C","SI","primera"
"837",0,3,"male",21,0,0,8.6625,"S","NO","tercera"
"838",0,3,"male",24,0,0,8.05,"S","NO","tercera"
"839",1,3,"male",32,0,0,56.4958,"S","SI","tercera"
"840",1,1,"male",52,0,0,29.7,"C","SI","primera"
"841",0,3,"male",20,0,0,7.925,"S","NO","tercera"
"842",0,2,"male",16,0,0,10.5,"S","NO","segunda"
"843",1,1,"female",30,0,0,31,"C","SI","primera"
"844",0,3,"male",34.5,0,0,6.4375,"C","NO","tercera"
"845",0,3,"male",17,0,0,8.6625,"S","NO","tercera"
"846",0,3,"male",42,0,0,7.55,"S","NO","tercera"
"847",0,3,"male",9,8,2,69.55,"S","NO","tercera"
"848",0,3,"male",35,0,0,7.8958,"C","NO","tercera"
"849",0,2,"male",28,0,1,33,"S","NO","segunda"
"850",1,1,"female",35,1,0,89.1042,"C","SI","primera"
"851",0,3,"male",4,4,2,31.275,"S","NO","tercera"
"852",0,3,"male",74,0,0,7.775,"S","NO","tercera"
"853",0,3,"female",9,1,1,15.2458,"C","NO","tercera"
"854",1,1,"female",16,0,1,39.4,"S","SI","primera"
"855",0,2,"female",44,1,0,26,"S","NO","segunda"
"856",1,3,"female",18,0,1,9.35,"S","SI","tercera"
"857",1,1,"female",45,1,1,164.8667,"S","SI","primera"
"858",1,1,"male",51,0,0,26.55,"S","SI","primera"
"859",1,3,"female",24,0,3,19.2583,"C","SI","tercera"
"860",0,3,"male",23.5,0,0,7.2292,"C","NO","tercera"
"861",0,3,"male",41,2,0,14.1083,"S","NO","tercera"
"862",0,2,"male",21,1,0,11.5,"S","NO","segunda"
"863",1,1,"female",48,0,0,25.9292,"S","SI","primera"
"864",0,3,"female",9,8,2,69.55,"S","NO","tercera"
"865",0,2,"male",24,0,0,13,"S","NO","segunda"
"866",1,2,"female",42,0,0,13,"S","SI","segunda"
"867",1,2,"female",27,1,0,13.8583,"C","SI","segunda"
"868",0,1,"male",31,0,0,50.4958,"S","NO","primera"
"869",0,3,"male",28,0,0,9.5,"S","NO","tercera"
"870",1,3,"male",4,1,1,11.1333,"S","SI","tercera"
"871",0,3,"male",26,0,0,7.8958,"S","NO","tercera"
"872",1,1,"female",47,1,1,52.5542,"S","SI","primera"
"873",0,1,"male",33,0,0,5,"S","NO","primera"
"874",0,3,"male",47,0,0,9,"S","NO","tercera"
"875",1,2,"female",28,1,0,24,"C","SI","segunda"
"876",1,3,"female",15,0,0,7.225,"C","SI","tercera"
"877",0,3,"male",20,0,0,9.8458,"S","NO","tercera"
"878",0,3,"male",19,0,0,7.8958,"S","NO","tercera"
"879",0,3,"male",33,0,0,7.8958,"S","NO","tercera"
"880",1,1,"female",56,0,1,83.1583,"C","SI","primera"
"881",1,2,"female",25,0,1,26,"S","SI","segunda"
"882",0,3,"male",33,0,0,7.8958,"S","NO","tercera"
"883",0,3,"female",22,0,0,10.5167,"S","NO","tercera"
"884",0,2,"male",28,0,0,10.5,"S","NO","segunda"
"885",0,3,"male",25,0,0,7.05,"S","NO","tercera"
"886",0,3,"female",39,0,5,29.125,"Q","NO","tercera"
"887",0,2,"male",27,0,0,13,"S","NO","segunda"
"888",1,1,"female",19,0,0,30,"S","SI","primera"
"889",0,3,"female",10,1,2,23.45,"S","NO","tercera"
"890",1,1,"male",26,0,0,30,"C","SI","primera"
"891",0,3,"male",32,0,0,7.75,"Q","NO","tercera"
